,row_id,order_id,order_date,ship_date,ship_mode,customer_id,product_id,sales,quantity,discount,profit,customer_name,segment,city,country,state,region,postal_code,product_name,sub-category,category
3788,106,US-2015-156867,11/13/2015,11/17/2015,Standard Class,LC-16870,OFF-BI-10002794,36.882,3,0.7,-25.8174,Lena Cacioppo,Consumer,Aurora,United States,Colorado,West,80013,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",Binders,Office Supplies
3878,107,CA-2017-119004,11/23/2017,11/28/2017,Standard Class,JM-15250,TEC-AC-10003499,74.112,8,0.2,17.6016,Janet Martin,Consumer,Charlotte,United States,North Carolina,South,28205,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,Accessories,Technology
3883,108,CA-2017-119004,11/23/2017,11/28/2017,Standard Class,JM-15250,TEC-PH-10002844,27.992,1,0.2,2.0994,Janet Martin,Consumer,Charlotte,United States,North Carolina,South,28205,Speck Products Candyshell Flip Case,Phones,Technology
3515,109,CA-2017-119004,11/23/2017,11/28/2017,Standard Class,JM-15250,OFF-AR-10000390,3.304,1,0.2,1.0738,Janet Martin,Consumer,Charlotte,United States,North Carolina,South,28205,Newell Chalk Holder,Art,Office Supplies
3818,110,CA-2015-129476,10/15/2015,10/20/2015,Standard Class,PA-19060,TEC-AC-10000844,339.96,5,0.2,67.992,Pete Armstrong,Home Office,Orland Park,United States,Illinois,Central,60462,Logitech Gaming G510s - Keyboard,Accessories,Technology
3070,111,CA-2017-146780,12/25/2017,12/30/2017,Standard Class,CV-12805,FUR-FU-10001934,41.96,2,0.0,10.9096,Cynthia Voltz,Corporate,New York City,United States,New York,East,10035,Magnifier Swing Arm Lamp,Furnishings,Furniture
3310,112,CA-2016-128867,11/3/2016,11/10/2016,Standard Class,CL-12565,OFF-AR-10000380,75.96,2,0.0,22.788,Clay Ludtke,Consumer,Urbandale,United States,Iowa,Central,50322,"Hunt PowerHouse Electric Pencil Sharpener, Blue",Art,Office Supplies
4040,113,CA-2016-128867,11/3/2016,11/10/2016,Standard Class,CL-12565,OFF-BI-10003981,27.24,6,0.0,13.3476,Clay Ludtke,Consumer,Urbandale,United States,Iowa,Central,50322,"Avery Durable Plastic 1"" Binders",Binders,Office Supplies
702,114,CA-2014-115259,8/25/2014,8/27/2014,Second Class,RC-19960,OFF-FA-10000621,40.096,14,0.2,14.5348,Ryan Crowe,Consumer,Columbus,United States,Ohio,East,43229,"OIC Colored Binder Clips, Assorted Sizes",Fasteners,Office Supplies
4155,115,CA-2014-115259,8/25/2014,8/27/2014,Second Class,RC-19960,OFF-EN-10002600,4.72,2,0.2,1.652,Ryan Crowe,Consumer,Columbus,United States,Ohio,East,43229,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",Envelopes,Office Supplies
885,116,CA-2014-115259,8/25/2014,8/27/2014,Second Class,RC-19960,OFF-PA-10004965,23.976,3,0.2,7.4925,Ryan Crowe,Consumer,Columbus,United States,Ohio,East,43229,Xerox 1921,Paper,Office Supplies
4162,117,CA-2014-115259,8/25/2014,8/27/2014,Second Class,RC-19960,OFF-EN-10002504,130.464,6,0.2,44.0316,Ryan Crowe,Consumer,Columbus,United States,Ohio,East,43229,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",Envelopes,Office Supplies
2038,118,CA-2015-110457,3/2/2015,3/6/2015,Standard Class,DK-13090,FUR-TA-10001768,787.53,3,0.0,165.3813,Dave Kipp,Consumer,Seattle,United States,Washington,West,98103,Hon Racetrack Conference Tables,Tables,Furniture
4241,119,US-2015-136476,4/5/2015,4/10/2015,Standard Class,GG-14650,OFF-BI-10003650,157.79399999999998,1,0.7,-115.7156,Greg Guthrie,Corporate,Bristol,United States,Tennessee,South,37620,GBC DocuBind 300 Electric Binding Machine,Binders,Office Supplies
4357,120,CA-2016-103730,6/12/2016,6/15/2016,First Class,SC-20725,FUR-FU-10002157,47.04,3,0.0,18.3456,Steven Cartwright,Consumer,Wilmington,United States,Delaware,East,19805,Artistic Insta-Plaque,Furnishings,Furniture
217,121,CA-2016-103730,6/12/2016,6/15/2016,First Class,SC-20725,OFF-BI-10003910,30.84,4,0.0,13.878,Steven Cartwright,Consumer,Wilmington,United States,Delaware,East,19805,DXL Angle-View Binders with Locking Rings by Samsill,Binders,Office Supplies
4360,122,CA-2016-103730,6/12/2016,6/15/2016,First Class,SC-20725,OFF-ST-10000777,226.56,6,0.0,63.4368,Steven Cartwright,Consumer,Wilmington,United States,Delaware,East,19805,"Companion Letter/Legal File, Black",Storage,Office Supplies
1460,123,CA-2016-103730,6/12/2016,6/15/2016,First Class,SC-20725,OFF-EN-10002500,115.02,9,0.0,51.75899999999999,Steven Cartwright,Consumer,Wilmington,United States,Delaware,East,19805,Globe Weis Peel & Seel First Class Envelopes,Envelopes,Office Supplies
4365,124,CA-2016-103730,6/12/2016,6/15/2016,First Class,SC-20725,TEC-PH-10003875,68.04,7,0.0,19.7316,Steven Cartwright,Consumer,Wilmington,United States,Delaware,East,19805,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,Phones,Technology
4417,125,US-2014-152030,12/26/2014,12/28/2014,Second Class,AD-10180,FUR-CH-10004063,600.558,3,0.3,-8.5794,Alan Dominguez,Home Office,Houston,United States,Texas,Central,77041,Global Deluxe High-Back Manager's Chair,Chairs,Furniture
4456,126,US-2014-134614,9/20/2014,9/25/2014,Standard Class,PF-19165,FUR-TA-10004534,617.7,6,0.5,-407.682,Philip Fox,Consumer,Bloomington,United States,Illinois,Central,61701,Bevis 44 x 96 Conference Tables,Tables,Furniture
4488,127,US-2017-107272,11/5/2017,11/12/2017,Standard Class,TS-21610,OFF-BI-10003274,2.388,2,0.7,-1.8308,Troy Staebel,Consumer,Phoenix,United States,Arizona,West,85023,"Avery Durable Slant Ring Binders, No Labels",Binders,Office Supplies
4497,128,US-2017-107272,11/5/2017,11/12/2017,Standard Class,TS-21610,OFF-ST-10002974,243.992,7,0.2,30.499,Troy Staebel,Consumer,Phoenix,United States,Arizona,West,85023,"Trav-L-File Heavy-Duty Shuttle II, Black",Storage,Office Supplies
1139,129,US-2016-125969,11/6/2016,11/10/2016,Second Class,LS-16975,FUR-CH-10001146,81.42399999999999,2,0.2,-9.1602,Lindsay Shagiari,Home Office,Los Angeles,United States,California,West,90004,"Global Value Mid-Back Manager's Chair, Gray",Chairs,Furniture
3858,130,US-2016-125969,11/6/2016,11/10/2016,Second Class,LS-16975,FUR-FU-10003773,238.56,3,0.0,26.2416,Lindsay Shagiari,Home Office,Los Angeles,United States,California,West,90004,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,Furnishings,Furniture
4582,131,US-2017-164147,2/2/2017,2/5/2017,First Class,DW-13585,TEC-PH-10002293,59.97,5,0.4,-11.994000000000002,Dorothy Wardle,Corporate,Columbus,United States,Ohio,East,43229,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,Phones,Technology
4588,132,US-2017-164147,2/2/2017,2/5/2017,First Class,DW-13585,OFF-PA-10002377,78.304,2,0.2,29.364,Dorothy Wardle,Corporate,Columbus,United States,Ohio,East,43229,Xerox 1916,Paper,Office Supplies
4333,133,US-2017-164147,2/2/2017,2/5/2017,First Class,DW-13585,OFF-FA-10002780,21.456,9,0.2,6.9732,Dorothy Wardle,Corporate,Columbus,United States,Ohio,East,43229,Staples,Fasteners,Office Supplies
4322,134,CA-2016-145583,10/13/2016,10/19/2016,Standard Class,LC-16885,OFF-PA-10001804,20.04,3,0.0,9.6192,Lena Creighton,Consumer,Roseville,United States,California,West,95661,Xerox 195,Paper,Office Supplies
4621,135,CA-2016-145583,10/13/2016,10/19/2016,Standard Class,LC-16885,OFF-PA-10001736,35.44,1,0.0,16.6568,Lena Creighton,Consumer,Roseville,United States,California,West,95661,Xerox 1880,Paper,Office Supplies
320,136,CA-2016-145583,10/13/2016,10/19/2016,Standard Class,LC-16885,OFF-AR-10001149,11.52,4,0.0,3.4560000000000004,Lena Creighton,Consumer,Roseville,United States,California,West,95661,"Sanford Colorific Colored Pencils, 12/Box",Art,Office Supplies
4626,137,CA-2016-145583,10/13/2016,10/19/2016,Standard Class,LC-16885,OFF-FA-10002988,4.02,2,0.0,1.9698,Lena Creighton,Consumer,Roseville,United States,California,West,95661,Ideal Clamps,Fasteners,Office Supplies
4392,138,CA-2016-145583,10/13/2016,10/19/2016,Standard Class,LC-16885,OFF-BI-10004781,76.176,3,0.2,26.6616,Lena Creighton,Consumer,Roseville,United States,California,West,95661,GBC Wire Binding Strips,Binders,Office Supplies
2550,139,CA-2016-145583,10/13/2016,10/19/2016,Standard Class,LC-16885,OFF-SU-10001218,65.88,6,0.0,18.4464,Lena Creighton,Consumer,Roseville,United States,California,West,95661,Fiskars Softgrip Scissors,Supplies,Office Supplies
2217,140,CA-2016-145583,10/13/2016,10/19/2016,Standard Class,LC-16885,FUR-FU-10001706,43.12,14,0.0,20.6976,Lena Creighton,Consumer,Roseville,United States,California,West,95661,Longer-Life Soft White Bulbs,Furnishings,Furniture
1292,141,CA-2016-110366,9/5/2016,9/7/2016,Second Class,JD-15895,FUR-FU-10004848,82.8,2,0.2,10.35,Jonathan Doherty,Corporate,Philadelphia,United States,Pennsylvania,East,19140,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",Furnishings,Furniture
4792,142,CA-2017-106180,9/18/2017,9/23/2017,Standard Class,SH-19975,OFF-AR-10000940,8.82,3,0.0,2.3814,Sally Hughsby,Corporate,San Francisco,United States,California,West,94122,Newell 343,Art,Office Supplies
658,143,CA-2017-106180,9/18/2017,9/23/2017,Standard Class,SH-19975,OFF-EN-10004030,10.86,3,0.0,5.1042,Sally Hughsby,Corporate,San Francisco,United States,California,West,94122,Convenience Packs of Business Envelopes,Envelopes,Office Supplies
4036,144,CA-2017-106180,9/18/2017,9/23/2017,Standard Class,SH-19975,OFF-PA-10004327,143.7,3,0.0,68.976,Sally Hughsby,Corporate,San Francisco,United States,California,West,94122,Xerox 1911,Paper,Office Supplies
4864,145,CA-2017-155376,12/22/2017,12/27/2017,Standard Class,SG-20080,OFF-AP-10001058,839.43,3,0.0,218.2518,Sandra Glassco,Consumer,Independence,United States,Missouri,Central,64055,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,Appliances,Office Supplies
3110,146,CA-2015-110744,9/7/2015,9/12/2015,Standard Class,HA-14920,OFF-ST-10003656,671.93,7,0.0,20.1579,Helen Andreada,Consumer,Pasadena,United States,California,West,91104,Safco Industrial Wire Shelving,Storage,Office Supplies
4990,147,CA-2014-110072,10/22/2014,10/28/2014,Standard Class,MG-17680,FUR-FU-10000521,93.888,4,0.2,12.9096,Maureen Gastineau,Home Office,Newark,United States,Ohio,East,43055,"Seth Thomas 14"" Putty-Colored Wall Clock",Furnishings,Furniture
5034,148,CA-2016-114489,12/5/2016,12/9/2016,Standard Class,JE-16165,TEC-PH-10000215,384.45,11,0.0,103.8015,Justin Ellison,Corporate,Franklin,United States,Wisconsin,Central,53132,Plantronics Cordless Phone Headset with In-line Volume - M214C,Phones,Technology
5040,149,CA-2016-114489,12/5/2016,12/9/2016,Standard Class,JE-16165,TEC-PH-10001448,149.97,3,0.0,5.9988,Justin Ellison,Corporate,Franklin,United States,Wisconsin,Central,53132,Anker Astro 15000mAh USB Portable Charger,Phones,Technology
6,150,CA-2016-114489,12/5/2016,12/9/2016,Standard Class,JE-16165,FUR-CH-10000454,1951.84,8,0.0,585.552,Justin Ellison,Corporate,Franklin,United States,Wisconsin,Central,53132,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Chairs,Furniture
5045,151,CA-2016-114489,12/5/2016,12/9/2016,Standard Class,JE-16165,OFF-BI-10002735,171.55,5,0.0,80.6285,Justin Ellison,Corporate,Franklin,United States,Wisconsin,Central,53132,GBC Prestige Therm-A-Bind Covers,Binders,Office Supplies
5062,152,CA-2016-158834,3/13/2016,3/16/2016,First Class,TW-21025,OFF-AP-10000326,157.92,5,0.2,17.766,Tamara Willingham,Home Office,Scottsdale,United States,Arizona,West,85254,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,Appliances,Office Supplies
5063,153,CA-2016-158834,3/13/2016,3/16/2016,First Class,TW-21025,TEC-PH-10001254,203.18400000000003,2,0.2,15.2388,Tamara Willingham,Home Office,Scottsdale,United States,Arizona,West,85254,Jabra BIZ 2300 Duo QD Duo Corded Headset,Phones,Technology
5098,154,CA-2015-124919,5/31/2015,6/2/2015,First Class,SP-20650,OFF-PA-10001950,58.38,7,0.0,26.271,Stephanie Phelps,Corporate,San Jose,United States,California,West,95123,Southworth 25% Cotton Antique Laid Paper & Envelopes,Paper,Office Supplies
1434,155,CA-2015-124919,5/31/2015,6/2/2015,First Class,SP-20650,OFF-PA-10002254,105.52,4,0.0,48.5392,Stephanie Phelps,Corporate,San Jose,United States,California,West,95123,Xerox 1883,Paper,Office Supplies
5103,156,CA-2015-124919,5/31/2015,6/2/2015,First Class,SP-20650,OFF-ST-10001590,80.88,6,0.0,21.0288,Stephanie Phelps,Corporate,San Jose,United States,California,West,95123,"Tenex Personal Project File with Scoop Front Design, Black",Storage,Office Supplies
5165,157,CA-2015-118948,5/28/2015,6/3/2015,Standard Class,NK-18490,OFF-AR-10001547,6.63,3,0.0,1.7901,Neil Knudson,Home Office,Seattle,United States,Washington,West,98105,Newell 311,Art,Office Supplies
4418,158,CA-2014-104269,3/1/2014,3/6/2014,Second Class,DB-13060,FUR-CH-10004063,457.568,2,0.2,51.4764,Dave Brooks,Consumer,Seattle,United States,Washington,West,98115,Global Deluxe High-Back Manager's Chair,Chairs,Furniture
5256,159,CA-2016-114104,11/20/2016,11/24/2016,Standard Class,NP-18670,OFF-LA-10002475,14.62,2,0.0,6.8714,Nora Paige,Consumer,Edmond,United States,Oklahoma,Central,73034,Avery 519,Labels,Office Supplies
5205,160,CA-2016-114104,11/20/2016,11/24/2016,Standard Class,NP-18670,TEC-PH-10004536,944.93,7,0.0,236.2325,Nora Paige,Consumer,Edmond,United States,Oklahoma,Central,73034,Avaya 5420 Digital phone,Phones,Technology
5264,161,CA-2016-162733,5/11/2016,5/12/2016,First Class,TT-21070,OFF-PA-10002751,5.98,1,0.0,2.6910000000000003,Ted Trevino,Consumer,Los Angeles,United States,California,West,90045,Xerox 1920,Paper,Office Supplies
5315,162,CA-2015-119697,12/28/2015,12/31/2015,Second Class,EM-13960,TEC-AC-10003657,54.38399999999999,2,0.2,1.3596,Eric Murdock,Consumer,Philadelphia,United States,Pennsylvania,East,19134,Lenovo 17-Key USB Numeric Keypad,Accessories,Technology
1814,163,CA-2016-154508,11/16/2016,11/20/2016,Standard Class,RD-19900,OFF-EN-10001990,28.4,5,0.0,13.348,Ruben Dartt,Consumer,Carlsbad,United States,New Mexico,West,88220,Staple envelope,Envelopes,Office Supplies
5370,164,CA-2016-113817,11/7/2016,11/11/2016,Standard Class,MJ-17740,OFF-BI-10004002,27.68,2,0.2,9.688,Max Jones,Consumer,Seattle,United States,Washington,West,98115,Wilson Jones International Size A4 Ring Binders,Binders,Office Supplies
5393,165,CA-2014-139892,9/8/2014,9/12/2014,Standard Class,BM-11140,OFF-AR-10004441,9.936,3,0.2,2.7324,Becky Martin,Consumer,San Antonio,United States,Texas,Central,78207,BIC Brite Liner Highlighters,Art,Office Supplies
5420,166,CA-2014-139892,9/8/2014,9/12/2014,Standard Class,BM-11140,TEC-MA-10000822,8159.951999999999,8,0.4,-1359.9920000000002,Becky Martin,Consumer,San Antonio,United States,Texas,Central,78207,Lexmark MX611dhe Monochrome Laser Printer,Machines,Technology
2532,167,CA-2014-139892,9/8/2014,9/12/2014,Standard Class,BM-11140,OFF-ST-10000991,275.928,3,0.2,-58.6347,Becky Martin,Consumer,San Antonio,United States,Texas,Central,78207,Space Solutions HD Industrial Steel Shelving.,Storage,Office Supplies
589,168,CA-2014-139892,9/8/2014,9/12/2014,Standard Class,BM-11140,FUR-CH-10004287,1740.06,9,0.3,-24.858,Becky Martin,Consumer,San Antonio,United States,Texas,Central,78207,SAFCO Arco Folding Chair,Chairs,Furniture
2657,169,CA-2014-139892,9/8/2014,9/12/2014,Standard Class,BM-11140,OFF-AR-10002656,32.064,6,0.2,6.8136,Becky Martin,Consumer,San Antonio,United States,Texas,Central,78207,Sanford Liquid Accent Highlighters,Art,Office Supplies
4959,170,CA-2014-139892,9/8/2014,9/12/2014,Standard Class,BM-11140,OFF-AP-10002518,177.98,5,0.8,-453.849,Becky Martin,Consumer,San Antonio,United States,Texas,Central,78207,Kensington 7 Outlet MasterPiece Power Center,Appliances,Office Supplies
2844,171,CA-2014-139892,9/8/2014,9/12/2014,Standard Class,BM-11140,TEC-PH-10003931,143.976,3,0.2,8.9985,Becky Martin,Consumer,San Antonio,United States,Texas,Central,78207,JBL Micro Wireless Portable Bluetooth Speaker,Phones,Technology
5456,172,CA-2014-118962,8/5/2014,8/9/2014,Standard Class,CS-12130,OFF-PA-10000659,20.94,3,0.0,9.8418,Chad Sievert,Consumer,Los Angeles,United States,California,West,90004,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6 x 11",Paper,Office Supplies
5463,173,CA-2014-118962,8/5/2014,8/9/2014,Standard Class,CS-12130,OFF-PA-10001144,110.96,2,0.0,53.2608,Chad Sievert,Consumer,Los Angeles,United States,California,West,90004,Xerox 1913,Paper,Office Supplies
1665,174,CA-2014-118962,8/5/2014,8/9/2014,Standard Class,CS-12130,FUR-CH-10003817,340.144,7,0.2,21.259,Chad Sievert,Consumer,Los Angeles,United States,California,West,90004,"Global Value Steno Chair, Gray",Chairs,Furniture
4075,175,US-2014-100853,9/14/2014,9/19/2014,Standard Class,JB-15400,OFF-AP-10000891,52.448,2,0.8,-131.12,Jennifer Braxton,Corporate,Chicago,United States,Illinois,Central,60623,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,Appliances,Office Supplies
55,176,US-2014-100853,9/14/2014,9/19/2014,Standard Class,JB-15400,OFF-LA-10003148,20.16,4,0.2,6.5520000000000005,Jennifer Braxton,Corporate,Chicago,United States,Illinois,Central,60623,Avery 51,Labels,Office Supplies
3351,177,US-2017-152366,4/21/2017,4/25/2017,Second Class,SJ-20500,OFF-AP-10002684,97.264,4,0.8,-243.16,Shirley Jackson,Consumer,Houston,United States,Texas,Central,77036,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",Appliances,Office Supplies
2808,178,US-2015-101511,11/21/2015,11/23/2015,Second Class,JE-15745,FUR-CH-10004698,396.802,7,0.3,-11.3372,Joel Eaton,Consumer,Memphis,United States,Tennessee,South,38109,"Padded Folding Chairs, Black, 4/Carton",Chairs,Furniture
2816,179,US-2015-101511,11/21/2015,11/23/2015,Second Class,JE-15745,OFF-SU-10002189,15.88,5,0.2,-3.7715,Joel Eaton,Consumer,Memphis,United States,Tennessee,South,38109,Acme Rosewood Handle Letter Opener,Supplies,Office Supplies
3246,180,CA-2015-137225,12/15/2015,12/19/2015,Standard Class,JK-15640,OFF-AR-10001940,3.28,1,0.0,1.4104,Jim Kriz,Home Office,New York City,United States,New York,East,10009,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",Art,Office Supplies
5583,181,CA-2014-166191,12/5/2014,12/9/2014,Second Class,DK-13150,OFF-ST-10003455,24.816,2,0.2,1.8612,David Kendrick,Corporate,Decatur,United States,Illinois,Central,62521,"Tenex File Box, Personal Filing Tote with Lid, Black",Storage,Office Supplies
5590,182,CA-2014-166191,12/5/2014,12/9/2014,Second Class,DK-13150,TEC-AC-10004659,408.744,7,0.2,76.6395,David Kendrick,Corporate,Decatur,United States,Illinois,Central,62521,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,Accessories,Technology
5610,183,CA-2014-158274,11/19/2014,11/24/2014,Second Class,RM-19675,TEC-PH-10003273,503.96,4,0.0,131.0296,Robert Marley,Home Office,Monroe,United States,Louisiana,South,71203,AT&T TR1909W,Phones,Technology
1132,184,CA-2014-158274,11/19/2014,11/24/2014,Second Class,RM-19675,TEC-PH-10004896,149.95,5,0.0,41.986,Robert Marley,Home Office,Monroe,United States,Louisiana,South,71203,Nokia Lumia 521 (T-Mobile),Phones,Technology
2563,185,CA-2014-158274,11/19/2014,11/24/2014,Second Class,RM-19675,TEC-AC-10002345,29.0,2,0.0,7.25,Robert Marley,Home Office,Monroe,United States,Louisiana,South,71203,HP Standard 104 key PS/2 Keyboard,Accessories,Technology
5653,186,CA-2016-105018,11/28/2016,12/2/2016,Standard Class,SK-19990,OFF-BI-10001890,7.16,2,0.0,3.4368,Sally Knutson,Consumer,Fairfield,United States,Connecticut,East,6824,Avery Poly Binder Pockets,Binders,Office Supplies
4741,187,CA-2014-123260,8/26/2014,8/30/2014,Standard Class,FM-14290,TEC-AC-10002323,176.8,8,0.0,22.984,Frank Merwin,Home Office,Los Angeles,United States,California,West,90032,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,Accessories,Technology
5734,188,CA-2016-157000,7/16/2016,7/22/2016,Standard Class,AM-10360,OFF-ST-10001328,37.224,3,0.2,3.7224,Alice McCarthy,Corporate,Grand Prairie,United States,Texas,Central,75051,"Personal Filing Tote with Lid, Black/Gray",Storage,Office Supplies
5099,189,CA-2016-157000,7/16/2016,7/22/2016,Standard Class,AM-10360,OFF-PA-10001950,20.016,3,0.2,6.255,Alice McCarthy,Corporate,Grand Prairie,United States,Texas,Central,75051,Southworth 25% Cotton Antique Laid Paper & Envelopes,Paper,Office Supplies
5771,190,CA-2015-102281,10/12/2015,10/14/2015,First Class,MP-17470,FUR-BO-10002613,899.1360000000001,4,0.2,112.392,Mark Packer,Home Office,New York City,United States,New York,East,10035,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",Bookcases,Furniture
